video_file,pose_file
LION,.npy
BED1,.npy
HEARINGAID,HEARIN.npy
SHY,.npy
NIGHT1,NI.npy
CASTLE1,CAS.npy
MONKEY,MO.npy
PARACHUTE1,PARACH.npy
STARS,S.npy
BOWTIE,BO.npy
LEMON1,LE.npy
SHRIMP,SH.npy
SOME,.npy
PRINT,P.npy
BATHROOM,BATH.npy
COCONUT,COC.npy
PILL,.npy
UNDERWEAR1,UNDERW.npy
STAIRS,ST.npy
SHOULDER1,SHOUL.npy
BANANA1,BAN.npy
DOOR,.npy
STAR,.npy
FOX,.npy
BATH,.npy
THREE,T.npy
ANGRY,A.npy
MOTHER,MO.npy
DRESS,D.npy
BRIDGE1,BRI.npy
GRANDFATHER,GRANDFA.npy
CONCEPT,CON.npy
FAVORITE,FAVO.npy
LOOKAPPEARANCE,LOOKAPPEAR.npy
CITY1,C.npy
BUTTERFLY,BUTTE.npy
BECAUSE,BEC.npy
TRAIN,T.npy
CHOCOLATE,CHOCO.npy
BELT1,B.npy
SPEAKERS,SPEA.npy
CABINET,CAB.npy
IMPORTANT,IMPOR.npy
RAIN,.npy
SAME2,S.npy
WORK,.npy
SURPRISE,SURP.npy
SLOW,.npy
RECORDING,RECOR.npy
FARM,.npy
LIPSTICK,LIPS.npy
VIDEOPHONE,VIDEOP.npy
SEW,.npy
FOUR,.npy
ALPHABET,ALPH.npy
BROTHER,BRO.npy
COOKIE,CO.npy
CIGAR,C.npy
WORM,.npy
PERSON,PE.npy
THINGS,TH.npy
HEALTH,HE.npy
THIEF1,TH.npy
TROUBLE,TRO.npy
AFTER,A.npy
WEAR,.npy
PEOPLE,PE.npy
DANCE,D.npy
EXPERIENCE,EXPERI.npy
TRAVEL,TR.npy
BASEMENT,BASE.npy
MOVIE1,MO.npy
CALLTTY,CAL.npy
CIGARETTE,CIGAR.npy
AND,.npy
EMBARRASS,EMBAR.npy
CHARACTER,CHARA.npy
BORROW,BO.npy
SERIOUS,SER.npy
FINISH,FI.npy
TEXT,.npy
EAT2,.npy
SCARCELY,SCAR.npy
SHOW,.npy
GROW,.npy
AMERICA,AME.npy
MOUSE,M.npy
FLASHLIGHT1,FLASHLI.npy
FILM,.npy
KITCHEN,KIT.npy
WRISTWATCH1,WRISTWA.npy
HEADACHE,HEAD.npy
PEACE,P.npy
PARENTS,PAR.npy
PICTURE,PIC.npy
SUBTRACT,SUBT.npy
ENGINEER,ENGI.npy
EARTHQUAKE,EARTHQ.npy
BINOCULARS,BINOCU.npy
BORED1,BO.npy
GOOD,.npy
NOTHING1,NOTH.npy
CAMERA,CA.npy
LEARN,L.npy
MOCK,.npy
IMPOSSIBLE,IMPOSS.npy
DREAM,D.npy
MAN,.npy
JUDGE,J.npy
RIGHT1,RI.npy
WONDER,WO.npy
FEEL,.npy
SON,.npy
LIE,.npy
TORNADO,TOR.npy
BLACK,B.npy
ENGAGEMENT,ENGAGE.npy
CORN1,C.npy
WORLD,W.npy
CHALLENGE,CHALL.npy
NAPKIN,NA.npy
ACCOUNTANT,ACCOUN.npy
WAVE,.npy
BOSS,.npy
AWKWARD,AWK.npy
PRETTY,PR.npy
TRY,.npy
FREEWAY,FRE.npy
BLINDS1,BLI.npy
BODY,.npy
STRICT,ST.npy
RELATIONSHIP,RELATION.npy
FINGERSPELL,FINGERS.npy
CERTIFICATE,CERTIFI.npy
LETTUCE2,LETT.npy
HAVE,.npy
SHAVE2,SH.npy
KNIFE1,KN.npy
LIVE2,L.npy
WAR,.npy
PARADE,PA.npy
MONEY1,MO.npy
LIGHTWEIGHT,LIGHTWE.npy
AGE,.npy
QUIET,Q.npy
PUZZLED,PUZ.npy
TRAFFIC,TRA.npy
VIDEOCAMERA1,VIDEOCAM.npy
STUBBORN,STUB.npy
MINUTE,MI.npy
CENTER,CE.npy
HONEST,HO.npy
LAST,.npy
ISRAEL,IS.npy
SALT,.npy
PILE,.npy
COMMUNICATION,COMMUNICA.npy
PLEASE,PL.npy
WHERE,W.npy
PURPLE,PU.npy
ANIMAL,AN.npy
DRINK1,DR.npy
ARMY,.npy
VOTE,.npy
PATIENT2,PATI.npy
ASK,.npy
SAD,.npy
RELIGION,RELI.npy
FIGHT,F.npy
DONTMIND,DONT.npy
CUTE2,C.npy
HOME,.npy
DRYER,D.npy
MAKE,.npy
GAS,.npy
WARN,.npy
GET,.npy
WIN,.npy
GOVERNMENT,GOVERN.npy
GLASSES,GLA.npy
LAWNMOWER,LAWNM.npy
TALK1,T.npy
FIRST,F.npy
STUPID1,STU.npy
EXERCISE,EXER.npy
IMAGINE1,IMAG.npy
KEYBOARD,KEYB.npy
LATE,.npy
WISH,.npy
CALLATTENTION,CALLATTEN.npy
CHAT,.npy
TALL2,T.npy
DIVORCE,DIV.npy
CATHOLIC,CATH.npy
COUSIN,CO.npy
OWE,.npy
MACHINE,MAC.npy
MUSTACHE,MUST.npy
MIND,.npy
SICK,.npy
GALLAUDET,GALLA.npy
KNOW,.npy
PINK,.npy
PROBLEM1,PROB.npy
FIND,.npy
ACT,.npy
RING,.npy
NEW,.npy
VEGETABLE,VEGET.npy
EMOTION,EMO.npy
BLIND,B.npy
FINE1,F.npy
LOOKAT,LO.npy
BUILDING,BUIL.npy
COLLEGE,COL.npy
HIPPO1,HI.npy
POSSIBLE,POSS.npy
DOUBT,D.npy
FLAG1,F.npy
PRICE,P.npy
FRECKLES,FREC.npy
VIOLIN,VI.npy
REALLY,RE.npy
MORE,.npy
5DOLLARS,5DOL.npy
RUDE,.npy
FAT,.npy
HARD,.npy
KEY,.npy
BEHIND,BE.npy
TIME,.npy
BAKE2,B.npy
VACATION,VACA.npy
PREFER,PR.npy
YEAR,.npy
OTHER,O.npy
CAREFUL,CAR.npy
FALL1,F.npy
HOTDOG,HO.npy
PEPSI,P.npy
WHICH,W.npy
WHO,.npy
INVITE,IN.npy
HOSPITAL1,HOSPI.npy
PLAY,.npy
CREDITCARD,CREDIT.npy
WOMAN1,WO.npy
COMPLEX,COM.npy
BLOOD,B.npy
GREEN,G.npy
HEARING,HEA.npy
MAYBE,M.npy
PIPE1,P.npy
BRAVE,B.npy
SCARED,SC.npy
ACTION,AC.npy
FAULT,F.npy
FOREIGNER1,FOREIG.npy
MORNING,MOR.npy
UNDERSTAND,UNDERS.npy
KING,.npy
TEMPTATION,TEMPTA.npy
CANCELLATION,CANCELLA.npy
NORTH,N.npy
TWO,.npy
HAMMER,HA.npy
MEASURE1,MEAS.npy
EXPLANATION,EXPLANA.npy
RIGHT2,RI.npy
SUSPECT,SUS.npy
ALARM,A.npy
LAUGH,L.npy
EUROPE,EU.npy
ARM1,.npy
CORN2,C.npy
THAT,.npy
EGYPT,E.npy
SHOP2,S.npy
GULLIBLE,GULL.npy
CLEAR,C.npy
NAME,.npy
SKATE,S.npy
RED,.npy
DISAPPEAR,DISAP.npy
STRANGE,STR.npy
FRIENDLY,FRIE.npy
PAIN,.npy
WHY,.npy
GREECE,GR.npy
BOWL,.npy
HUSBAND,HUS.npy
UNIVERSITY,UNIVER.npy
APPEAR,AP.npy
9OCLOCK,9OC.npy
FUTURE,FU.npy
LIGHTER,LIG.npy
FALL2,F.npy
MOTORCYCLE,MOTORC.npy
CHANNEL,CHA.npy
COCACOLA,COCA.npy
MOVIE2,MO.npy
COVERUP,COV.npy
HELLO,H.npy
STOMACH,STO.npy
FRAUD,F.npy
ZOOMOFF,ZOO.npy
MONDAY,MO.npy
WHEN,.npy
ADDRESS,ADD.npy
SMILE1,SM.npy
THANKSGIVING,THANKSGI.npy
FLOOR,F.npy
HOPE,.npy
LATER,L.npy
KISS1,K.npy
ROPE,.npy
CAN1,.npy
ENVELOPE1,ENVEL.npy
INSURANCE,INSUR.npy
RESTAURANT,RESTAU.npy
SAW1,.npy
THERE,T.npy
SMART,S.npy
CONFIDENT,CONFI.npy
YOU,.npy
TOAST,T.npy
SING,.npy
MOVE,.npy
TEASE,T.npy
SHIELD,SH.npy
CAMERA,CA.npy
FLIPSWITCH,FLIPSW.npy
LEARN,L.npy
NOTINTERESTED,NOTINTERE.npy
MOCK,.npy
BASIC,B.npy
IMPOSSIBLE,IMPOSS.npy
NOISE,N.npy
DREAM,D.npy
CONTINUE,CONT.npy
SMELL,S.npy
MAN,.npy
FAR,.npy
JUDGE,J.npy
RIGHT1,RI.npy
WONDER,WO.npy
FEEL,.npy
SON,.npy
LIE,.npy
BLACK,B.npy
ENGAGEMENT,ENGAGE.npy
CORN1,C.npy
WORLD,W.npy
CHALLENGE,CHALL.npy
NAPKIN,NA.npy
ACCOUNTANT,ACCOUN.npy
WAVE,.npy
BOSS,.npy
AWKWARD,AWK.npy
PRETTY,PR.npy
TRY,.npy
FREEWAY,FRE.npy
BLINDS1,BLI.npy
BODY,.npy
STRICT,ST.npy
RELATIONSHIP,RELATION.npy
FINGERSPELL,FINGERS.npy
CERTIFICATE,CERTIFI.npy
HAVE,.npy
SHAVE2,SH.npy
KNIFE1,KN.npy
LIVE2,L.npy
WAR,.npy
PARADE,PA.npy
MONEY1,MO.npy
LIGHTWEIGHT,LIGHTWE.npy
AGE,.npy
QUIET,Q.npy
PUZZLED,PUZ.npy
TRAFFIC,TRA.npy
VIDEOCAMERA1,VIDEOCAM.npy
STUBBORN,STUB.npy
MINUTE,MI.npy
CENTER,CE.npy
HONEST,HO.npy
LAST,.npy
ISRAEL,IS.npy
SALT,.npy
PILE,.npy
COMMUNICATION,COMMUNICA.npy
HORRIBLE,HORR.npy
DEMAND1,DEM.npy
PEN,.npy
ALCOHOL,ALC.npy
SCULPTURE,SCULP.npy
LAMP1,L.npy
FLY,.npy
SWEATSHIRT,SWEATS.npy
GUILTY,GU.npy
ENGINESTART,ENGINES.npy
CONNECTION,CONNEC.npy
SOAP2,S.npy
CLOTHES,CLO.npy
UNDER,U.npy
PICNIC,PI.npy
BIB,.npy
SIGN,.npy
HABIT,H.npy
CATAPULT,CATA.npy
EMPHASIS,EMPH.npy
RICH,.npy
SWORD,S.npy
HAMSTER,HAM.npy
COOL2,C.npy
ANY,.npy
DATE,.npy
THEN,.npy
CLICK,C.npy
OVERLOOK,OVER.npy
CHAMPION,CHAM.npy
BARRETTE,BARR.npy
BEANIE,BE.npy
NOON1,N.npy
HANUKKAH,HANU.npy
HANDSOME2,HANDS.npy
CONCERNED,CONCE.npy
PLANET,PL.npy
OUR,.npy
PERFUME2,PERF.npy
SOPHISTICATED,SOPHISTIC.npy
BOTTOM,BO.npy
ESCALATOR,ESCAL.npy
PAY,.npy
DAMN,.npy
INTERESTED,INTERE.npy
MOOSE,M.npy
BLOOM,B.npy
SPITOUT,SPI.npy
DONUT,D.npy
ACCORDION,ACCOR.npy
HONEY1,HO.npy
YAWN1,Y.npy
SAILBOAT,SAIL.npy
BIG,.npy
OCTOPUS,OCT.npy
SLINGSHOT,SLING.npy
WATERSKI,WATE.npy
DEAF1,D.npy
BALD,.npy
WEWILLSEE,WEWIL.npy
ASSISTANT,ASSIS.npy
WRAPUP1,WRA.npy
INVEST,IN.npy
BEAK,.npy
OVERWHELMED,OVERWHE.npy
CLOSET1,CLO.npy
FAKE,.npy
BLAME,B.npy
ROCKINGCHAIR1,ROCKINGCH.npy
DIRECTOR,DIRE.npy
LUNGS,L.npy
EYESAWAKE,EYESA.npy
GENERATION,GENERA.npy
TWOMORE,TWO.npy
SHORTDISTANCE,SHORTDIST.npy
HURDLE/TRIP1,T.npy
MOVEDOWN,MOVE.npy
JAR,.npy
FREAKOUT,FREA.npy
HIDE,.npy
HEN,.npy
STRIPE,ST.npy
HANDSOAP,HAND.npy
RANGE,R.npy
ZEBRA,Z.npy
POLE,.npy
FASHION,FAS.npy
STORY1,ST.npy
SQUEEZE,SQU.npy
REMOVE,RE.npy
KNOCKOFF,KNOC.npy
MOSQUITO,MOSQ.npy
BETWEEN,BET.npy
TOY1,.npy
SPICY,S.npy
JEWELRY,JEW.npy
BULLSHIT,BULL.npy
ADVANTAGE,ADVAN.npy
WHISPER,WHI.npy
SIGNPAPER,SIGNP.npy
THERAPY,THE.npy
DONTFEELLIKE,DONTFEEL.npy
LEAVEALONE,LEAVEA.npy
COMMUNITY,COMMU.npy
CLIENT,CL.npy
BREAKFAST1,BREAKF.npy
TURN,.npy
CORNER,CO.npy
GOODYGOODYSHOEOPPOSITE,GOODYGOODYSHOEOPPO.npy
LEND,.npy
SOPHOMORE,SOPHO.npy
SUPERVISOR,SUPERV.npy
CHEW1,C.npy
INSTITUTE,INSTI.npy
LICKENVELOPE1,LICKENVEL.npy
PERCEIVE,PERC.npy
STUMBLE,STU.npy
CELEBRATE,CELEB.npy
TOSS,.npy
WIDE,.npy
PEEL1,P.npy
DOG2,.npy
BOWLING2,BOWL.npy
RIDE1,R.npy
FLOAT1,FL.npy
THEORY,TH.npy
SHORTWORD,SHORT.npy
LABEL,L.npy
FIRED,F.npy
ADVERTISE,ADVER.npy
DEMOTE,DE.npy
INHALE,IN.npy
CARDS,C.npy
MINIMUM2,MINI.npy
JUNIOR,JU.npy
NEXTDOWN,NEXT.npy
GLOVES2,GLO.npy
SLICE1,SL.npy
DARK1,D.npy
DEVOUR,DE.npy
HATCH2,HA.npy
ARREST2,ARR.npy
ENVELOPE2,ENVEL.npy
TRIM1,T.npy
PILLOW2,PIL.npy
OIL1,.npy
FOLLOW1,FOL.npy
CELLPHONE,CELLP.npy
FLASHLIGHT2,FLASHLI.npy
NOSEBLEED,NOSEB.npy
CURL1,C.npy
PIPE2,P.npy
KNIGHT2,KNI.npy
LIGHT,L.npy
SHIRT2,SH.npy
WINDMILL2,WINDM.npy
BUMPY,B.npy
SLIP1,S.npy
KANGAROO1,KANGA.npy
PILLOW3,PIL.npy
SNEEZE1,SNE.npy
MOP2,.npy
CLOCK1,CL.npy
LICKENVELOPE2,LICKENVEL.npy
STAND1,ST.npy
SHAVE3,SH.npy
GLASS1,GL.npy
FRISK,F.npy
SUMMON,SU.npy
BANANA2,BAN.npy
FLASHLIGHT3,FLASHLI.npy
CHERRY1,CHE.npy
ELEVATOR3,ELEVA.npy
PLEASE,PL.npy
ENVELOPE3,ENVEL.npy
WHERE,W.npy
BURY1,B.npy
PURPLE,PU.npy
FUZZY,F.npy
ANIMAL,AN.npy
SOMERSAULT1,SOMERSA.npy
DRINK1,DR.npy
ARREST3,ARR.npy
ARMY,.npy
BOIL1,B.npy
VOTE,.npy
FLOAT2,FL.npy
PATIENT2,PATI.npy
KNITTING1,KNITT.npy
ASK,.npy
SMILE2,SM.npy
SAD,.npy
STACK2,ST.npy
RELIGION,RELI.npy
SCREWDRIVER2,SCREWDRI.npy
FIGHT,F.npy
STETHOSCOPE2,STETHOSC.npy
DONTMIND,DONT.npy
CLOUD3,CL.npy
CUTE2,C.npy
CARROT2,CAR.npy
HOME,.npy
CRACKER2,CRAC.npy
DRYER,D.npy
MOUNTAIN2,MOUNT.npy
MAKE,.npy
VAMPIRE,VAM.npy
GAS,.npy
POP1,.npy
WARN,.npy
CROSS1,CR.npy
GET,.npy
RAZOR2,RA.npy
WIN,.npy
CHERRY2,CHE.npy
GOVERNMENT,GOVERN.npy
GLASSES,GLA.npy
MEACULPA,MEAC.npy
LAWNMOWER,LAWNM.npy
JACKET1,JAC.npy
TALK1,T.npy
SOMERSAULT2,SOMERSA.npy
FIRST,F.npy
RABBIT1,RAB.npy
STUPID1,STU.npy
MIX2,.npy
EXERCISE,EXER.npy
JELLY,J.npy
IMAGINE1,IMAG.npy
SNOW2,S.npy
KEYBOARD,KEYB.npy
ERASE2,ER.npy
LATE,.npy
PIPE3,P.npy
WISH,.npy
BENEFIT,BEN.npy
CALLATTENTION,CALLATTEN.npy
EYES,.npy
CHAT,.npy
GUESS2,GU.npy
TALL2,T.npy
DEMAND2,DEM.npy
DIVORCE,DIV.npy
CHURCH,CH.npy
CATHOLIC,CATH.npy
COMPUTERMOUSE,COMPUTERM.npy
COUSIN,CO.npy
NEED,.npy
OWE,.npy
BONE,.npy
MACHINE,MAC.npy
CHILDREN,CHIL.npy
MUSTACHE,MUST.npy
FRUIT,F.npy
MIND,.npy
ORDER2,OR.npy
SICK,.npy
PROBLEM2,PROB.npy
GALLAUDET,GALLA.npy
WOOD,.npy
DROP,.npy
KNOW,.npy
GAME,.npy
PINK,.npy
PROBLEM1,PROB.npy
FOREIGNER2,FOREIG.npy
FIND,.npy
APPOINTMENT,APPOINT.npy
ACT,.npy
NOW,.npy
RING,.npy
SCROLLDOWN,SCROLL.npy
NEW,.npy
WELL,.npy
EGO,.npy
VEGETABLE,VEGET.npy
TELL,.npy
EMOTION,EMO.npy
SOUTH,S.npy
BLIND,B.npy
GOSSIP,GO.npy
FINE1,F.npy
YESTERDAY,YESTE.npy
LOOKAT,LO.npy
BALANCE,BAL.npy
BUILDING,BUIL.npy
CALL1,C.npy
COLLEGE,COL.npy
AGREEMENT,AGREE.npy
DIRTY,D.npy
POSSIBLE,POSS.npy
NO,.npy
DOUBT,D.npy
CANOE,C.npy
FLAG1,F.npy
TEST,.npy
PRICE,P.npy
FRECKLES,FREC.npy
TEETH,T.npy
VIOLIN,VI.npy
KID,.npy
REALLY,RE.npy
GIRL,.npy
MORE,.npy
BOAT,.npy
5DOLLARS,5DOL.npy
EASY,.npy
RUDE,.npy
SCHOOL,SC.npy
FAT,.npy
IDEA,.npy
HARD,.npy
THERMOMETER,THERMOM.npy
KEY,.npy
LETKNOW,LET.npy
BEHIND,BE.npy
TIME,.npy
PREACHER,PREA.npy
BAKE2,B.npy
MEET,.npy
VACATION,VACA.npy
ZIPPER,ZI.npy
PREFER,PR.npy
MATCH,M.npy
YEAR,.npy
FAUCET,FA.npy
CAREFUL,CAR.npy
FORFEIT,FOR.npy
FALL1,F.npy
NEWSPAPER,NEWSP.npy
HOTDOG,HO.npy
GOD,.npy
PEPSI,P.npy
FRIEND,FR.npy
FULL,.npy
WHICH,W.npy
WIFE,.npy
WHO,.npy
CRAZY,C.npy
INVITE,IN.npy
DRAW,.npy
HOSPITAL1,HOSPI.npy
CAR,.npy
PLAY,.npy
FRANCE,FR.npy
CREDITCARD,CREDIT.npy
AMAZING,AMA.npy
WOMAN1,WO.npy
COMPLEX,COM.npy
BEAT,.npy
BLOOD,B.npy
TOOTHBRUSH,TOOTHB.npy
GREEN,G.npy
EXCUSE,EX.npy
HEARING,HEA.npy
REVENGE,REV.npy
MAYBE,M.npy
DOWNSIZE2,DOWNS.npy
PIPE1,P.npy
LESSON,LE.npy
BRAVE,B.npy
SARCASTIC,SARCA.npy
YUCKY,Y.npy
SCARED,SC.npy
PLUG1,P.npy
ACTION,AC.npy
SUSPENDERS2,SUSPEND.npy
FAULT,F.npy
NUT1,.npy
FOREIGNER1,FOREIG.npy
AVOID,A.npy
MORNING,MOR.npy
FEDUP,F.npy
UNDERSTAND,UNDERS.npy
BYE,.npy
END,.npy
KING,.npy
GERMANY,GER.npy
TEMPTATION,TEMPTA.npy
LETMESEE,LETM.npy
CANCELLATION,CANCELLA.npy
NIECE,N.npy
NORTH,N.npy
BUT,.npy
TWO,.npy
BUDGET,BU.npy
HAMMER,HA.npy
COOK,.npy
MEASURE1,MEAS.npy
GLOW,.npy
EXPLANATION,EXPLANA.npy
RIGHT2,RI.npy
SEQUENCE,SEQU.npy
SUSPECT,SUS.npy
ALARM,A.npy
ROCKET1,ROC.npy
WASH1,W.npy
LAUGH,L.npy
SPONTANEOUS,SPONTAN.npy
EUROPE,EU.npy
FACE,.npy
CORN2,C.npy
TICKET,TI.npy
THAT,.npy
MOST,.npy
EGYPT,E.npy
FREEDOM,FRE.npy
CUT,.npy
SHOP2,S.npy
BUSY,.npy
GULLIBLE,GULL.npy
CLEAR,C.npy
HAIRCLIPPER,HAIRCLI.npy
LOLLIPOP,LOLL.npy
NAME,.npy
DEPRESS,DEP.npy
SKATE,S.npy
HOP,.npy
RED,.npy
FLOAT3,FL.npy
DISAPPEAR,DISAP.npy
PROOF,P.npy
STRANGE,STR.npy
DISRUPT,DIS.npy
FRIENDLY,FRIE.npy
CAMERAMAN,CAMER.npy
PAIN,.npy
DRIVE,D.npy
WHY,.npy
BEANS,B.npy
GREECE,GR.npy
PIZZA2,PI.npy
BOWL,.npy
SHARE,S.npy
HUSBAND,HUS.npy
SLAVE,S.npy
UNIVERSITY,UNIVER.npy
INTUITIVE,INTUI.npy
APPEAR,AP.npy
ON,.npy
FUTURE,FU.npy
TRUTH,T.npy
LIGHTER,LIG.npy
VANILLA,VAN.npy
FALL2,F.npy
COST,.npy
MOTORCYCLE,MOTORC.npy
ROOF,.npy
CHANNEL,CHA.npy
SNEAKADVENTURE,SNEAKADVEN.npy
LOUSY,L.npy
COCACOLA,COCA.npy
MOVIE2,MO.npy
FUNNY,F.npy
COVERUP,COV.npy
SKIN,.npy
HELLO,H.npy
HIT1,.npy
STOMACH,STO.npy
LOOKFORWARD,LOOKFOR.npy
ZOOMOFF,ZOO.npy
SWIM1,S.npy
HEADGRIND,HEADG.npy
STORY1,ST.npy
GOAL,.npy
SQUEEZE,SQU.npy
OUTSIDE,OUT.npy
REMOVE,RE.npy
KNOCKOFF,KNOC.npy
ORANGETHROAT,ORANGETH.npy
BETWEEN,BET.npy
ORANGEEYES,ORANGE.npy
SPICY,S.npy
JEWELRY,JEW.npy
BULLSHIT,BULL.npy
ADVANTAGE,ADVAN.npy
WHISPER,WHI.npy
SIGNPAPER,SIGNP.npy
THERAPY,THE.npy
DONTFEELLIKE,DONTFEEL.npy
LEAVEALONE,LEAVEA.npy
COMMUNITY,COMMU.npy
CLIENT,CL.npy
BREAKFAST1,BREAKF.npy
TURN,.npy
CORNER,CO.npy
GOODYGOODYSHOEOPPOSITE,GOODYGOODYSHOEOPPO.npy
LEND,.npy
SOPHOMORE,SOPHO.npy
SUPERVISOR,SUPERV.npy
SWEARIN,SWE.npy
INSTITUTE,INSTI.npy
TOSS,.npy
WIDE,.npy
DOG2,.npy
BOWLING2,BOWL.npy
RIDE1,R.npy
FLOAT1,FL.npy
THEORY,TH.npy
SHORTWORD,SHORT.npy
LABEL,L.npy
FIRED,F.npy
ADVERTISE,ADVER.npy
DEMOTE,DE.npy
INHALE,IN.npy
CARDS,C.npy
MINIMUM2,MINI.npy
JUNIOR,JU.npy
GLOVES2,GLO.npy
SLICE1,SL.npy
DARK1,D.npy
DEVOUR,DE.npy
HATCH2,HA.npy
ARREST2,ARR.npy
PILLOW2,PIL.npy
FOLLOW1,FOL.npy
CELLPHONE,CELLP.npy
FLASHLIGHT2,FLASHLI.npy
SSHH,.npy
EGGBEATER,EGGBE.npy
GIFT,.npy
SWITZERLAND,SWITZER.npy
TEAM,.npy
WANT1,W.npy
WALL,.npy
VITAMINS,VITA.npy
BACKOUT,BAC.npy
FILTER,FI.npy
BASKET1,BAS.npy
NAILCLIPPER,NAILCLI.npy
DODO,.npy
GRENADE,GRE.npy
LUNCH2,LU.npy
FRACTION,FRAC.npy
ANSWER,AN.npy
SERVE1,SE.npy
DECLINE,DEC.npy
DISCUSS,DIS.npy
ROBOT,R.npy
MELT,.npy
EDGE,.npy
PEEKABOO,PEEK.npy
SUCK,.npy
SINK,.npy
ROUGH,R.npy
EACH,.npy
PET1,.npy
VIEW,.npy
LICK1,L.npy
SIGNATURE,SIGNA.npy
ENTER,E.npy
GRAY,.npy
PSYCHOLOGY,PSYCHO.npy
HEAVY,H.npy
FLUTE,F.npy
WORKOUT,WOR.npy
STICKY,ST.npy
CHAIN,C.npy
HURDLE/TRIP2,T.npy
SHARK1,SH.npy
PERSISTENT,PERSIS.npy
CHASE,C.npy
FEBRUARY,FEBR.npy
TROPHY,TR.npy
SOCCER2,SOC.npy
FALLINGASLEEP,FALLINGAS.npy
HEAR1,H.npy
STAND2,ST.npy
LESS,.npy
DICE,.npy
BOXING,BO.npy
YOUNG,Y.npy
TAKECARE,TAKE.npy
IMPACT,IM.npy
PERSISTENT,PERSIS.npy
INTERPRETER,INTERPR.npy
FEBRUARY,FEBR.npy
EAGLE2,EA.npy
TROPHY,TR.npy
HEAR1,H.npy
STAND2,ST.npy
TRADITION,TRADI.npy
LESS,.npy
BOOK,.npy
DICE,.npy
SKIRT,S.npy
YOUNG,Y.npy
IMPACT,IM.npy
PEPPER,PE.npy
INTERPRETER,INTERPR.npy
GLOVE,G.npy
EAGLE2,EA.npy
RELAX1,RE.npy
GARAGE,GA.npy
HAT1,.npy
STUCK,S.npy
OHISEE,OH.npy
AFRICA,AF.npy
RAT,.npy
SHAME,S.npy
ACTOR,A.npy
OFFHAND,OFF.npy
FLOWER,FL.npy
POP2,.npy
HEAVEN,HE.npy
CIRCLE,CI.npy
EGG,.npy
GLASS2,GL.npy
PEANUTBUTTER,PEANUTBU.npy
WINDOW,WI.npy
BELT2,B.npy
SOUP,.npy
TODAY,T.npy
WHIP,.npy
USE,.npy
WEIGHT,WE.npy
PAPERCUTTER,PAPERCU.npy
CHARGECARD,CHARGE.npy
SHARK2,SH.npy
HUNT,.npy
ROCKET2,ROC.npy
MUSEUM,MU.npy
OPENWALLET,OPENWA.npy
FRONT,F.npy
CREATE,CR.npy
MUCH,.npy
SILVER,SI.npy
PLENTY,PL.npy
THIEF2,TH.npy
EXPENSIVE,EXPEN.npy
WHATEVER,WHAT.npy
CHANGE,CH.npy
ZOOMIN,ZO.npy
OBVIOUS,OBV.npy
LEAVE,L.npy
FATHER,FA.npy
FOR,.npy
LONELY,LO.npy
FAMILY,FA.npy
SORRY,S.npy
UGLY,.npy
DAY,.npy
STAFF,S.npy
FOOTBALL,FOOT.npy
TYPE2,T.npy
PHARMACIST,PHARMA.npy
BEE2,.npy
DECIDE1,DEC.npy
VOLLEYBALL,VOLLEY.npy
SPRING,SP.npy
SUMMER,SU.npy
TEA,.npy
REFLECT,REF.npy
BIND,.npy
PIG,.npy
CAPE,.npy
SHOES,S.npy
BULLDOZER,BULLD.npy
SOCCER1,SOC.npy
FRIDAY,FR.npy
STARBUCKS,STARB.npy
MISSING,MIS.npy
IMMERSE,IMM.npy
MEAN2,M.npy
TAKEOFF1,TAKE.npy
TOURNAMENT,TOURNA.npy
FIRE,.npy
TRUEBUSINESS,TRUEBUSI.npy
WASTE,W.npy
AUDIENCE,AUDI.npy
WEEK,.npy
WRAP,.npy
PENGUIN,PEN.npy
DOWNSIZE1,DOWNS.npy
DELINQUENT,DELINQ.npy
GRAPES1,GRA.npy
PJS,.npy
STAMP2,ST.npy
SCIENCE,SCI.npy
ONEMORE1,ONEM.npy
SPOON,S.npy
TRADITION,TRADI.npy
PERFUME1,PERF.npy
COMMENT,COM.npy
CORN3,C.npy
PIANO,P.npy
DEAFSCHOOL,DEAFSC.npy
INTEREST,INTE.npy
ROAR2,R.npy
MIDDLE,MI.npy
HEART,H.npy
INCH,.npy
APPLE,A.npy
KISSFIST,KISS.npy
SKATEBOARDING3,SKATEBOARD.npy
MIRROR,MI.npy
SIDE,.npy
LICENSE,LIC.npy
HUNGRY,HU.npy
LEAGUE,LE.npy
SECRETARY,SECRE.npy
DOCTOR2,DOC.npy
GIRAFFE,GIR.npy
SKI-CA,SK.npy
MCDONALDS,MCDON.npy
BARK1,B.npy
GUN3,.npy
RUN1,.npy
TAIL2,T.npy
THINKCHIN,THINK.npy
ANNOUNCE,ANNO.npy
MONEY2,MO.npy
PULLCONVINCE,PULLCONV.npy
REMEMBER2,REMEM.npy
SEE,.npy
CAPTURE,CAP.npy
OFFTHEPOINT,OFFTHEP.npy
PONDER,PO.npy
STUPID2,STU.npy
THINKPONDER,THINKPO.npy
JOKE,.npy
BLUE,.npy
SOCIETY,SOC.npy
LIST,.npy
MASCARA,MAS.npy
WATERDROP,WATER.npy
SWEEP,S.npy
ANYONE,AN.npy
NEVER,N.npy
PITY,.npy
MAPLE,M.npy
WADE2,W.npy
CEMETERY,CEME.npy
